user_id,gender,date_of_birth,workclass,education_level,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,address,email,inquiry_purpose_code,institute_type,account_type,asset_class_cd,asset_code,portfolio_type,approved,approved_loan_amount
00a90ae9-09bb-4f57-8c80-46c7d16898dc, Male,1/7/1971, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband,0,0,60,"601 Aaron Gardens Suite 299
Blakeside, OH 72510",martinthornton@nguyen-poole.com,,PVT,5,,1,R,1,1696000
b3efaecf-e55e-4d8c-93a5-d61551a88ae5, Male,1/3/1985, Private, HS-grad,9, Married-civ-spouse, Sales, Husband,0,0,55,"990 Daisy Falls Apt. 877
South Christopherberg, RI 87913",amber60@gmail.com,16,NBF,173,,1,I,1,1381000
31c393cd-55d2-436f-8935-34d4a5239386, Male,1/3/1985, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband,0,0,40,"967 Simon Lights
Barrettmouth, NM 27956",myoder@hotmail.com,13,NBF,189,,1,I,1,880000
18cc9580-d1f4-4205-803c-016c23211f3b, Male,1/6/1976, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried,0,0,58,"150 Hines Neck Suite 204
Josephbury, MA 49383",washingtontommy@yahoo.com,13,PVT,123,S,1,I,1,1687000
b81a72b5-fe53-4670-93be-5bd8adafb4d3, Male,1/4/1982, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband,0,0,40,"72514 Skinner Pine
Port Carmen, IN 03060",wwilliams@jackson.com,13,NBF,189,,1,I,1,420000
2f8ff5de-3547-4575-abeb-b25ba3aaef58, Male,1/7/1972, Private, Bachelors,13, Married-civ-spouse, Sales, Husband,0,0,45,"7449 Brandon Key
West Julieton, AZ 76046",joshua67@page.com,7,PVT,999,S,1,I,1,1205000
562da54f-134b-4f39-9ebe-4bc5e9ec209e, Male,1/3/1985, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband,0,0,50,"0475 Pugh Harbor
North John, NM 40432",morrisapril@yahoo.com,99,PVT,5,,1,R,1,128000
412df4ba-6fa8-4a5c-a9c8-8ca4d0e63aa6,male,1/2/1990, Private, Bachelors,13, Married-civ-spouse, Sales, Husband,0,0,40,"0805 Carrie Cape Apt. 625
Port Scott, TN 40000",ashleycochran@yahoo.com,14,HFC,189,S,1,I,1,1702000
f0680daf-4ddb-451a-9ec1-2636271e525a, Male,1/4/1984, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband,0,0,60,"29354 Benjamin Mountain Suite 810
Port Davidberg, SC 12261",manningkatherine@cooper.com,13,NBF,130,S,1,I,1,1375000
5aba2821-dbd8-4cbb-ab30-c2004dbd5e3a, Male,1/11/1956, Local-gov, Doctorate,16, Married-civ-spouse, Protective-serv, Husband,0,0,45,"383 Davis Fort Apt. 624
Lewisfort, MN 60067",tasha36@willis-reynolds.com,99,PVT,5,,1,R,1,1323000
3ce36927-bfb6-4121-b0a9-be4cd73b70d7, Female,1/5/1977, Federal-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family,0,0,50,"38574 Ayala Prairie
Dannyberg, MD 82374",lowerymichael@hotmail.com,99,PVT,5,,1,R,1,1892000
3870098c-daea-4609-908d-a6c4904bb697, Male,1/4/1982, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband,0,0,40,"7721 Christina Parkway
Christopherberg, SD 26676",smithjames@gmail.com,13,PVT,123,S,1,I,1,168000
4d6b042e-c7f6-4635-b0de-437ca63c9078, Male,1/5/1978, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband,0,0,40,"38896 Austin Neck
Danielborough, MO 47101",smithangela@tucker.com,7,PVT,5,,1,R,1,539000
e3682394-db03-4089-acfe-ed8cf6b3a917, Male,1/2/1991, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband,0,0,45,"2549 Tanner Port
Murraybury, OH 77130",khanmichele@rasmussen.org,,PVT,5,,1,R,1,477000
6dede9ff-4423-4992-9799-cca959dcf886, Male,1/4/1983, Private, Masters,14, Never-married, Exec-managerial, Own-child,0,0,40,"USCGC Green
FPO AP 50991",jacobstrickland@garcia.com,99,PVT,5,,1,R,1,1051000
07a67f2f-57fa-4efc-839d-d1ecdaf82e7e, Male,1/10/1960, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,0,0,35,"34100 Gonzalez Pike
Garciaberg, MD 54446",juan12@hotmail.com,13,PVT,5,,1,R,1,1312000
7db854ac-7249-4c45-9b72-68f98479d35c, Male,1/3/1986, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband,0,1902,60,"3154 Wood Fall Suite 810
West Bethhaven, ME 93989",johnsonchristopher@hotmail.com,7,PVT,130,S,2,I,1,912000
86631882-6f96-499e-bcd5-069b59dc2f0b, Male,1/8/1966, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband,0,1902,40,"93188 Manning Manor Suite 918
Lake Christina, SD 06750",margaretmalone@pierce.com,13,PVT,5,,1,R,1,118000
e3f1f7ca-3b7d-4c89-b1b1-7b964f655ed5, Male,1/1/1993, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband,0,0,42,"Unit 6994 Box 3705
DPO AE 57284",levykevin@hotmail.com,99,NBF,189,,1,I,1,1851000
a6f63439-f563-466a-be25-157fca5f5d86, Male,1/5/1980, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,0,1887,45,"Unit 4753 Box 6834
DPO AA 31915",phillipstiffany@lawson.com,99,PVT,5,,1,R,1,255000
4455ca26-1738-4653-b3c4-681c6791f47a, Male,1/4/1984, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband,0,0,60,"420 Alison Brook
South Darrell, ME 23673",tharris@hotmail.com,13,PVT,5,,1,R,1,739000
9f9d55ea-bd5e-4d06-8487-4646732528fa, Male,1/5/1980, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband,0,0,40,"086 Lawrence Isle Suite 292
Port Kristiville, VT 10736",patrickjames@castillo.com,99,PVT,5,,1,R,1,1109000
cc0e33eb-0b40-49d5-bd40-ea4c78d0b65d, Female,1/3/1987, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family,0,0,55,"330 Hannah Gardens Apt. 658
West Jonathan, IN 21321",andersonchad@gmail.com,2,NBF,191,,1,I,1,1302000
f492c1f4-8e35-48d9-ac22-78ccdf46296e, Female,1/2/1989, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife,0,0,38,"05610 Thomas Courts
Hannahville, NY 69438",xriley@cross-hughes.org,99,NBF,5,,1,R,1,583000
54864ab3-c842-4589-8748-555cbed13979, Male,12/31/1996, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband,0,1887,40,"3809 Kevin Forge Suite 267
Taylorchester, CA 87513",jodispencer@moon.com,99,PVT,5,,1,R,1,1576000
f3bec2b8-cdab-4f5c-97ba-e41f8c40edce, Male,1/3/1985, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,0,0,37,"USS Smith
FPO AP 25773",kristin71@yahoo.com,7,PVT,189,,1,I,1,1888000
26eae079-e88a-4f20-9616-e52bac13a5dd, Male,1/7/1971, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband,0,0,40,"401 Kim Run
Tanyachester, NM 71465",keith13@hill.com,7,FOR,5,,1,R,1,416000
fc94becc-081a-4660-a355-02b2cd488bf3, Male,1/5/1979, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband,,0,65,"4929 Holly Port
New Emily, KY 64086",jackson61@hotmail.com,6,PVT,5,,1,R,1,607000
025ad6a6-f751-4316-838b-b38ff5430f6f, Male,1/8/1967, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband,0,0,47,"60816 Tracy Estate Apt. 808
West Patricia, AK 48445",zachary87@gmail.com,2,PVT,5,,1,R,1,239000
bfebdc70-9d69-4f5d-8182-d206d43bcc01, Male,1/5/1977, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband,0,0,44,"8214 Green Groves Suite 794
Jeffreyburgh, IL 80514",chase48@johnson.com,13,PVT,5,,1,R,1,136000
2018949d-fc33-4985-a45d-290ce1332ff5, Male,1/8/1967, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,0,0,50,"0854 Christina Burgs Apt. 899
Emilyport, IL 60039",swaters@nguyen.biz,14,HFC,58,,1,M,1,436000
515261b0-81e2-4fde-b1c8-07b346fc5c4d, Male,1/7/1971, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband,0,0,40,"5561 Charles Trafficway
Paulmouth, NM 35866",michael17@brown.com,99,PVT,47,S,1,I,1,408000
c05058c4-979d-49b3-8168-1f9500b5389c, Male,1/9/1964, Local-gov, Bachelors, , Married-civ-spouse, Tech-support, Husband,0,0,40,"7235 Joshua Row
South Williambury, MD 88027",jeffreymoore@jones.com,13,PVT,5,,1,R,1,1701000
b98de841-c68e-4342-adf4-5a16e1d3256c, Male,1/3/1988, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband,0,0,40,"9443 Justin Alley Suite 684
Burnsville, ND 84084",aaron31@hotmail.com,7,PVT,5,,1,R,1,1378000
f64bf696-400f-4326-a1ed-bdbe6abcd8f7, Male,1/6/1976, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband,0,0,40,"40567 Hutchinson Freeway
West Denise, NV 59799",zbrandt@santos-hurst.com,7,PVT,5,,1,R,1,279000
373598f7-4573-4c45-be3d-a4d4dbd77472, Male,1/6/1974, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband,0,0,40,"046 Ann Lane Apt. 308
South Gloriatown, WV 87432",enichols@watkins.net,7,PVT,5,,1,R,1,1508000
8adcb32a-8d5b-4b7c-aca5-f7f6b6003ed2, Female,1/6/1974, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family,0,0,40,"9342 Arellano Circles
Ericafort, AR 50446",sandra00@gill.com,13,NBF,5,,1,R,1,1055000
69d35ec7-c134-4204-918d-82b0ed6128e6, Male,1/6/1975, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband,0,0,40,"3169 Orozco Forest
North Jameschester, NH 63712",lauramullins@gmail.com,13,PVT,5,,1,R,1,1372000
3e6f60ed-0510-4c67-a475-2a8a8dd74286, Male,1/13/1946, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband,0,0,30,"3978 Raymond Manors Apt. 673
South Territon, HI 63570",christopher43@yahoo.com,13,PVT,5,,1,R,1,887000
693c9160-f293-439f-b9ec-367dc89e451f, Male,1/5/1977, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband,0,2415,55,"3051 Linda Point Suite 164
Josefurt, NJ 44732",stephen36@bishop-brown.com,99,PVT,5,,1,R,1,444000
74974589-a59f-4e1c-976a-32d8fa3b2738, Male,1/5/1980, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband,0,0,60,"360 Richardson Shore Suite 647
East Gary, VA 15622",mccannaimee@gmail.com,7,PVT,5,,1,R,1,1115000
08abe5ce-ac19-4cea-a7ac-790cd2af6502, Male,1/6/1974, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband,0,0,40,"01713 Larson Coves
Lake Robertport, IN 37089",kayla25@yahoo.com,13,NBF,191,S,1,I,1,1155000
fd3a6cb1-1e18-473f-988d-9baf3befa984, Male,1/5/1977, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband,0,1902,50,"1089 Diaz Vista Apt. 524
Miguelfurt, CO 61688",lestercourtney@gmail.com,99,PVT,189,,1,I,1,1274000
83403716-560c-4437-963e-06dbc1c746ba, Male,1/6/1976, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband,0,0,40,"4481 Rodriguez Neck Suite 902
Youngborough, AK 75448",gabrielgreen@hotmail.com,13,NBF,228,S,2,I,1,641000
6a2bc615-9c0b-46ba-856d-ea488e824306, Male,1/7/1969, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband,0,0,40,"1261 Holly Manor Suite 774
West Marciaburgh, CA 45458",zdavis@hotmail.com,16,NBF,173,,1,I,1,1293000
ab085e00-4901-4722-bd87-5c264d7b70c5, Male,1/3/1988, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,0,0,40,"3827 Stephanie Squares Suite 272
Pamelaburgh, GA 14477",zacharymontoya@mora-johnson.org,13,NBF,189,,1,I,1,1736000
4115cdb8-5bdc-45de-b05b-cf916cf3121b, Male,1/7/1971, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband,0,0,48,"11188 Cox Skyway Suite 873
East Jesse, PA 18032",williamsonmelissa@espinoza.info,16,NBF,5,,1,R,1,1425000
85734d97-5d62-4e4f-a076-02fe4bc1221c, Male,1/7/1969, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband,0,1902,50,"8736 James Radial
West Ariel, NJ 54319",brookewilson@burke.com,99,PVT,5,,1,R,1,162000
ec235128-fcf0-4172-9198-376675fdcd2e, Male,1/4/1982, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband,0,0,50,"528 Collins Rapids Apt. 314
Griffinhaven, NJ 55625",melissa20@gmail.com,99,PVT,5,,1,R,1,847000
0c3abc8e-0ef9-44f5-8630-4e8324a24339, Male,1/4/1981, Private, Masters,14, Married-civ-spouse, Sales, Husband,0,1977,55,"USNS Coleman
FPO AE 94696",kennedyjohn@zimmerman.biz,99,PVT,58,S,1,M,1,1308000
ba8a0297-b5b6-4e78-91f0-0e9f0c98a04c, Male,1/7/1972, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband,0,0,40,"22753 Roger Alley Apt. 275
Josefurt, VT 31293",benjaminwebster@gmail.com,16,NBF,173,,1,I,1,683000
b0ca02d5-50e5-4264-83bb-8243d20319b9, Male,1/7/1972, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband,0,0,45,"97220 Michael Meadow Apt. 329
New Annamouth, IA 48569",maureen47@yahoo.com,13,PVT,5,,1,R,1,412000
39038965-82ec-4a7b-a93f-0980e8ea30d4, Male,1/6/1976, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family,0,0,45,"850 Sharp Flat
Smithmouth, DE 86405",obowers@gmail.com,13,PVT,130,S,1,I,1,1151000
e58c0b55-e7b4-4a3b-af29-2b8da8451847, Female,1/5/1977, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Unmarried,0,0,45,"69397 Jacob Corner
Johnburgh, NM 38898",madison33@yahoo.com,99,PVT,5,,1,R,1,1960000
307e60c8-be1f-46ec-9514-b85f8f563fac, Male,1/6/1973, Private, Masters, , Married-civ-spouse, Sales, Husband,0,0,40,"021 Erin Green
West Jennifermouth, AR 75532",mgood@davis.com,13,PVT,5,,1,R,1,798000
76df3093-c7d7-4835-bda8-5f969f3e9ed3, Male,1/6/1975, Federal-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband,0,0,45,"12937 Lee Harbors Suite 748
Mezaton, NH 34068",kwalker@yahoo.com,7,PVT,5,S,1,R,1,1926000
91190ca0-0637-42ae-8d66-449a765d94ac, Male,1/5/1977, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband,0,0,40,"1579 Flowers Fork
North Sarahside, OH 05744",ryan70@schneider.info,16,PVT,173,,1,I,1,606000
